#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2013.1.00884.S    3    1    1                  CS_AGN50     0.0961113       1.05271      0.546224      -87.4156       872.814   150.2848171     2.3950442   150.2848324     2.3950289    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN50_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN51     0.0956574       1.05597      0.544442      -87.3736       872.814   149.9558254     2.0280608   149.9558407     2.0280456    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN51_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN52      0.100538       1.05234      0.545887      -87.3829       872.814   149.7207171     2.3490108   149.7207324     2.3489956    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN52_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN53     0.0957508       1.05637      0.546306      -87.0996       872.814   149.9938879     2.3014553   149.9939032     2.3014400    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN53_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00884.S    3    1    1                  CS_AGN54     0.0968459       1.05786       0.54738      -87.0817       872.814   150.3535754     2.3421914   150.3535907     2.3421761    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN54_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    1    1    1         aztec3-pcluster_4     0.0457068      0.944862      0.631211      -78.1998       1010.32   150.0925879     2.6016108   150.0926060     2.6015928    32.370    32.370       250       250   0.12948   0.12948     2013.1.01258.S_SB1_GB1_MB1_aztec3-pcluster_4_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    1    1    1         aztec3-pcluster_5     0.0465449      0.943592      0.630169      -78.3556       1010.32   150.0835879     2.5970803   150.0836060     2.5970622    32.370    32.370       250       250   0.12948   0.12948     2013.1.01258.S_SB1_GB1_MB1_aztec3-pcluster_5_sci.spw0_1_2_3.cont.I.image.fits
*   2013.1.01258.S    1    1    1         aztec3-pcluster_6     0.0468962      0.946137      0.628059      -77.7794       1010.32   150.0830796     2.5823692   150.0830977     2.5823511    32.370    32.370       250       250   0.12948   0.12948     2013.1.01258.S_SB1_GB1_MB1_aztec3-pcluster_6_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    1    1    1         aztec3-pcluster_7     0.0470614      0.947881      0.630322      -77.7118       1010.32   150.0909379     2.5772386   150.0909560     2.5772206    32.370    32.370       250       250   0.12948   0.12948     2013.1.01258.S_SB1_GB1_MB1_aztec3-pcluster_7_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    1    1    1         aztec3-pcluster_8     0.0485711      0.950707      0.630101      -78.1796       1010.32   150.0883879     2.6053275   150.0884060     2.6053094    32.370    32.370       250       250   0.12948   0.12948     2013.1.01258.S_SB1_GB1_MB1_aztec3-pcluster_8_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    1    1    1         aztec3-pcluster_9     0.0480237      0.949757      0.629923       -78.675       1010.32   150.1002875     2.6003747   150.1003056     2.6003567    32.370    32.370       250       250   0.12948   0.12948     2013.1.01258.S_SB1_GB1_MB1_aztec3-pcluster_9_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    2    1    1                  aztec3_4     0.0997315      0.267655        0.1475      -67.4615       1010.19   150.0889962     2.5868303   150.0890006     2.5868260    32.519    32.519      1050      1050   0.03097   0.03097     2013.1.01258.S_SB2_GB1_MB1_aztec3_4_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01258.S    2    1    1                  aztec3_5      0.102092      0.268538      0.147598      -67.2693       1010.19   150.0868712     2.5885247   150.0868756     2.5885204    32.519    32.519      1050      1050   0.03097   0.03097     2013.1.01258.S_SB2_GB1_MB1_aztec3_5_sci.spw0_1_2_3.cont.I.image.fits
UP  2013.1.01292.S    1    1    1                   2-10102      0.189022       1.03905      0.550817       84.8228       869.538   150.1986004     2.3005708   150.1986157     2.3005556    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-10102_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-13205      0.193666       1.03816      0.550344         84.96       869.538   150.1471504     2.3383275   150.1471657     2.3383122    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-13205_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-14723      0.198083       1.03905      0.551495       84.9278       869.538   150.1432921     2.3559978   150.1433074     2.3559825    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-14723_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-15405      0.198505       1.03811      0.552845        84.947       869.538   150.0815213     2.3637344   150.0815365     2.3637192    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-15405_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-15925      0.193584       1.03746      0.553672       84.9586       869.538   150.1143337     2.3698575   150.1143490     2.3698422    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-15925_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-16165      0.199223       1.03766      0.554062        84.936       869.538   150.1940837     2.3722183   150.1940990     2.3722031    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-16165_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-16517      0.201744       1.03724      0.554801       85.2812       869.538   150.1125338     2.3765400   150.1125490     2.3765247    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-16517_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-16676      0.188599       1.03794      0.555005       85.3764       869.538   150.0614838     2.3786814   150.0614990     2.3786661    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-16676_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-17145      0.200091       1.03825      0.554685       85.3457       869.538   150.1028587     2.3844967   150.1028740     2.3844814    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-17145_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-17300      0.190317       1.03766      0.554968       85.5446       869.538   150.1191337     2.3863150   150.1191490     2.3862997    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-17300_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-18461      0.195058       1.03865      0.554709       85.8638       869.538   150.0599254     2.4003644   150.0599407     2.4003492    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-18461_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-18596       0.19424       1.03942       0.55378       85.8325       869.538   150.1839171     2.4026161   150.1839324     2.4026008    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-18596_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-19502      0.193874       1.03923      0.554493       86.0376       869.538   150.1308546     2.4135953   150.1308699     2.4135800    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-19502_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-19506      0.190846       1.03863       0.55422       86.0131       869.538   150.0754379     2.4137658   150.0754532     2.4137506    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-19506_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-19794      0.195904       1.04005      0.554161       86.2337       869.538   150.1332921     2.4169839   150.1333074     2.4169686    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-19794_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                    2-2075      0.200506        1.0393      0.549071       83.8728       869.538   150.0534962     2.2044622   150.0535115     2.2044469    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-2075_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-20877      0.205877       1.03999      0.554399       86.4424       869.538   150.1391671     2.4320092   150.1391824     2.4319939    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-20877_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-21794       0.19031       1.03802       0.55448       86.3018       869.538   150.1707254     2.4442950   150.1707407     2.4442797    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-21794_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-21857      0.191099       1.03812      0.554076       86.5904       869.538   150.0748629     2.4451064   150.0748782     2.4450911    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-21857_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-22953      0.195841       1.03724      0.554291       86.7333       869.538   150.0921671     2.4604881   150.0921824     2.4604728    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-22953_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                    2-2337      0.191797       1.03934        0.5494       83.8233       869.538   150.1735171     2.2077575   150.1735324     2.2077422    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-2337_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-23457      0.196245       1.03806      0.554075        86.761       869.538   150.1474463     2.4683725   150.1474615     2.4683572    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-23457_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-23595      0.191134       1.03864      0.554519       86.9131       869.538   150.1656296     2.4696197   150.1656449     2.4696044    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-23595_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-23983      0.193417       1.04106      0.551735       86.8102       869.538   150.1507254     2.4768808   150.1507407     2.4768656    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-23983_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-26019      0.202551       1.03945      0.557312       87.1846       869.538   150.0981962     2.5069247   150.0982115     2.5069094    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-26019_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-27336      0.188915       1.04051        0.5561       87.3532       869.538   150.1051296     2.5266397   150.1051449     2.5266244    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-27336_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-27836      0.206557       1.04122      0.556772       87.4161       869.538   150.0821421     2.5343703   150.0821574     2.5343550    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-27836_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-28037      0.187406       1.04146      0.556864       87.4249       869.538   150.1746671     2.5369658   150.1746824     2.5369506    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-28037_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-29038      0.203454       1.04069      0.556204         87.46       869.538   150.1087504     2.5530353   150.1087657     2.5530200    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-29038_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-31823      0.200178       1.04017      0.556819       87.5957       869.538   150.0597712     2.2810228   150.0597865     2.2810075    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-31823_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-33803      0.200494        1.0392      0.557503       87.5565       869.538   150.1749504     2.3526928   150.1749657     2.3526775    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-33803_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-34209      0.201232       1.03787      0.557565        87.577       869.538   150.1708046     2.3685428   150.1708199     2.3685275    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-34209_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                    2-3648       0.19071       1.03714      0.551804       84.1356       869.538   150.0592379     2.2213133   150.0592532     2.2212981    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-3648_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                    2-3662      0.197691       1.03677      0.551905       84.2613       869.538   150.1770837     2.2212822   150.1770990     2.2212669    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-3662_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.01292.S    1    1    1                   2-36870      0.204122       1.04205      0.554903       87.8897       869.538   150.1477879     2.4746261   150.1478032     2.4746108    28.050    28.050       256       256   0.10957   0.10957     2013.1.01292.S_SB1_GB1_MB1_2-36870_sci.spw0_1_2_3.cont.I.image.fits
